variables,units,values,description
rotorse.rs.strains.F3,N,"[ 6.68915373e+05  7.41691478e+05  7.76805116e+05  7.85961559e+05
  7.79587525e+05  7.65125510e+05  7.46885311e+05  7.25420479e+05
  6.99898692e+05  6.69281649e+05  6.32955946e+05  5.91590194e+05
  5.46470929e+05  4.99139881e+05  4.51147619e+05  4.03379405e+05
  3.56112554e+05  3.09820519e+05  2.65193200e+05  2.22515690e+05
  1.81633115e+05  1.42917592e+05  1.07777226e+05  7.74445050e+04
  5.31182598e+04  3.48080353e+04  2.11178398e+04  1.09261041e+04
  3.63160146e+03 -2.88764568e-11]",axial resultant along blade span
rotorse.xu_spar,,"[2.22410659 2.27661094 2.0750764  1.71944703 1.41064681 1.25802296
 1.1213287  0.98095757 0.86861728 0.826891   0.76897034 0.70028915
 0.66343907 0.640176   0.58949613 0.54479456 0.50847705 0.46567716
 0.43389026 0.40450793 0.37182651 0.33989332 0.31473889 0.29809989
 0.28065234 0.26189927 0.24200639 0.22152533 0.2003822  0.05213748]",x-position of midpoint of spar cap on upper surface for strain calculation
rotorse.xl_spar,,"[-2.24727256 -2.20072645 -2.11163754 -1.9409152  -1.64704548 -1.4587357
 -1.29549607 -1.13359057 -1.00780984 -0.94066321 -0.87373052 -0.78464229
 -0.73208123 -0.69360531 -0.62743921 -0.57058288 -0.5278672  -0.47732822
 -0.44026052 -0.40758684 -0.37234384 -0.33853699 -0.31163866 -0.29404749
 -0.27705453 -0.25891111 -0.23956654 -0.21904151 -0.1969429  -0.05135426]",x-position of midpoint of spar cap on lower surface for strain calculation
rotorse.yu_spar,,"[ 1.34564396  1.23097712  0.98630881  0.56389155  0.18712244 -0.03263084
 -0.16290582 -0.26342588 -0.35033143 -0.40131484 -0.42107879 -0.42645761
 -0.40514421 -0.35900463 -0.30648409 -0.25497956 -0.20814682 -0.15839628
 -0.10947565 -0.07198034 -0.05796482 -0.05685439 -0.06069957 -0.06776289
 -0.06393959 -0.05704464 -0.05345673 -0.06095134 -0.08709528 -0.03077061]",y-position of midpoint of spar cap on upper surface for strain calculation
rotorse.yl_spar,,"[-1.30694852 -1.3887435  -1.24942779 -1.10987003 -0.99024735 -0.92734733
 -0.84469537 -0.78038966 -0.7418667  -0.71088207 -0.66336017 -0.60670296
 -0.54502927 -0.46765804 -0.38486789 -0.30966726 -0.24460021 -0.17977177
 -0.11916028 -0.07223421 -0.0488045  -0.03767656 -0.03191866 -0.03169107
 -0.02502584 -0.02019749 -0.02035942 -0.03271448 -0.06489112 -0.02610425]",y-position of midpoint of spar cap on lower surface for strain calculation
rotorse.xu_te,,"[ 8.95020654e-03 -1.01513297e-02 -1.30960319e-01  8.48282688e-01
  7.81658901e-01  7.01239982e-01  6.22049276e-01  5.47781412e-01
  4.57558382e-01  3.82130509e-01  3.23918926e-01  2.68907829e-01
  2.29895619e-01  2.00452415e-01  1.68198149e-01  1.36061449e-01
  1.12477711e-01  8.62004595e-02  6.20524340e-02  4.23898210e-02
  1.78744079e-02 -1.00380039e-02 -3.22101786e-02 -4.15568842e-02
 -1.38972979e-03 -6.18622346e-04 -1.16866336e-03 -2.44451581e-03
 -4.48969174e-03 -2.41425233e-03]",x-position of midpoint of trailing-edge panel on upper surface for strain calculation
rotorse.xl_te,,"[ 0.00895021 -0.01015133 -0.13096032  0.46457803  0.48002846  0.44507197
  0.42877337  0.38472938  0.30227434  0.2377514   0.19079922  0.14848271
  0.12187828  0.10046537  0.07765195  0.05808386  0.04231142  0.02583548
  0.01017326 -0.00541395 -0.02382568 -0.04472291 -0.06286723 -0.07241045
 -0.00138973 -0.00061862 -0.00116866 -0.00244452 -0.00448969 -0.00241425]",x-position of midpoint of trailing-edge panel on lower surface for strain calculation
rotorse.yu_te,,"[-2.59984676 -2.60960073 -2.53693235  2.74462188  2.82064256  2.94930473
  3.06801564  3.08930739  2.99186157  2.84335674  2.7008768   2.59176535
  2.51976062  2.46631138  2.41616011  2.36072287  2.29841001  2.23955137
  2.17667168  2.09777426  1.99199862  1.87308834  1.75009679  1.62256903
 -0.88712363 -0.84387407 -0.80216012 -0.76842799 -0.7512835  -0.21274918]",y-position of midpoint of trailing-edge panel on upper surface for strain calculation
rotorse.yl_te,,"[-2.59984676 -2.60960073 -2.53693235  2.698516    2.7978055   2.9363093
  3.05967389  3.08339102  2.98817271  2.84027898  2.69886581  2.59120775
  2.5205005   2.4683699   2.4188987   2.36378573  2.30212656  2.24331157
  2.18048869  2.10215345  1.99662765  1.87772212  1.7548637   1.62772071
 -0.88712363 -0.84387407 -0.80216012 -0.76842799 -0.7512835  -0.21274918]",y-position of midpoint of trailing-edge panel on lower surface for strain calculation
rotorse.rs.tip_pos.dx_tip,m,[26.49897225],deflection at tip in blade x-direction
rotorse.rs.tip_pos.dy_tip,m,[-5.79405245],deflection at tip in blade y-direction
rotorse.rs.tip_pos.dz_tip,m,[-0.00217324],deflection at tip in blade z-direction
rotorse.rs.tip_pos.3d_curv_tip,deg,[9.59559237],total coning angle including precone and curvature
rotorse.rs.tip_pos.dynamicFactor,,[1.],a dynamic amplification factor to adjust the static deflection calculation
rotorse.rs.aero_hub_loads.V_load,m/s,[19.6999067],
rotorse.rs.aero_hub_loads.nSector,Unavailable,4,
rotorse.rs.constr.strainU_spar,,"[-1.46962515e-03 -1.80774273e-03 -2.15243482e-03 -2.68527346e-03
 -3.49732957e-03 -3.88908309e-03 -3.94289686e-03 -3.98550410e-03
 -3.95155462e-03 -3.69565567e-03 -3.46929585e-03 -3.48063110e-03
 -3.35045744e-03 -3.21818666e-03 -3.22013619e-03 -3.20002921e-03
 -3.06196312e-03 -2.99131699e-03 -2.87492616e-03 -2.69358228e-03
 -2.57227191e-03 -2.53246938e-03 -2.54158559e-03 -2.54305981e-03
 -2.53102053e-03 -2.28686179e-03 -1.90396034e-03 -1.37160948e-03
 -5.92619426e-04  1.00810331e-06]","strain in spar cap on upper surface at location xu,yu_strain with loads P_strain"
rotorse.rs.constr.strainL_spar,,"[ 1.45776790e-03  1.72684032e-03  2.14136113e-03  2.81787327e-03
  3.42252138e-03  3.44404340e-03  3.41369115e-03  3.49382390e-03
  3.51703724e-03  3.26442988e-03  3.11789929e-03  3.16517972e-03
  3.06238190e-03  2.95677411e-03  2.98710073e-03  2.99040151e-03
  2.88320474e-03  2.83314623e-03  2.74215669e-03  2.58841225e-03
  2.48532815e-03  2.45195192e-03  2.45905709e-03  2.45866091e-03
  2.45022344e-03  2.21661617e-03  1.84754814e-03  1.32668529e-03
  5.64844306e-04 -1.00479863e-06]","strain in spar cap on lower surface at location xl,yl_strain with loads P_strain"
rotorse.rs.constr.strainU_te,,"[-9.38920539e-05  2.05202174e-04  1.14043604e-04 -5.47235795e-04
  1.22918661e-04  8.61852953e-04  1.06377897e-03  8.69549215e-04
  6.79967407e-04  5.65747933e-04  4.68322867e-04  3.91646893e-04
  4.03961332e-04  4.43439773e-04  4.73568321e-04  5.44040980e-04
  6.32838918e-04  7.63249261e-04  9.61454263e-04  1.14810704e-03
  1.11771110e-03  1.04399949e-03  9.66867390e-04  8.51439492e-04
 -2.97471921e-04 -3.02795222e-04 -2.39766765e-04 -1.28023396e-04
 -3.37183064e-05 -9.16295379e-08]","strain in trailing edge on upper surface at location xu,yu_strain with loads P_strain"
rotorse.rs.constr.strainL_te,,"[-9.38920539e-05  2.05202174e-04  1.14043604e-04  7.11838781e-05
  8.76814952e-04  1.62654138e-03  1.69985146e-03  1.47889147e-03
  1.32312167e-03  1.15104628e-03  1.01403285e-03  9.39500106e-04
  9.07200744e-04  9.12144595e-04  9.40233322e-04  9.80677680e-04
  1.03885186e-03  1.13909931e-03  1.29759218e-03  1.46204052e-03
  1.40370134e-03  1.30074242e-03  1.21299786e-03  1.11308176e-03
 -2.97471921e-04 -3.02795222e-04 -2.39766765e-04 -1.28023396e-04
 -3.37183064e-05 -9.16295379e-08]","strain in trailing edge on lower surface at location xl,yl_strain with loads P_strain"
rotorse.rs.constr.max_strainU_spar,,[0.004],maximum strain in spar cap suction side
rotorse.rs.constr.max_strainL_spar,,[0.004],maximum strain in spar cap pressure side
rotorse.rs.constr.max_strainU_te,,[0.004],maximum strain in spar cap suction side
rotorse.rs.constr.max_strainL_te,,[0.004],maximum strain in spar cap pressure side
rotorse.rs.constr.s_opt_spar_cap_ss,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade spar cap suction side
rotorse.rs.constr.s_opt_spar_cap_ps,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade spar cap pressure side
rotorse.rs.constr.s_opt_te_ss,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade trailing edge suction side
rotorse.rs.constr.s_opt_te_ps,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade trailing edge pressure side
rotorse.rs.constr.rated_Omega,rpm,[7.49924093],rotor rotation speed at rated
rotorse.rs.constr.flap_mode_freqs,Hz,[0.54016186 1.64804857 3.29583719 5.73626032 8.95562529],Frequencies associated with mode shapes in the flap direction
rotorse.rs.constr.edge_mode_freqs,Hz,[ 0.79761692  2.2756744   4.78778476  7.91338942 13.18211389],Frequencies associated with mode shapes in the edge direction
rotorse.rs.constr.blade_number,Unavailable,3,
rotorse.rs.brs.rootD,m,[5.2],Blade root outer diameter / Chord at blade span station 0
rotorse.rs.brs.layer_thickness,m,"[[0.0005     0.0005     0.0005     0.0005     0.0005     0.0005
  0.0005     0.0005     0.0005     0.0005     0.0005     0.0005
  0.0005     0.0005     0.0005     0.0005     0.0005     0.0005
  0.0005     0.0005     0.0005     0.0005     0.0005     0.0005
  0.0005     0.0005     0.0005     0.0005     0.0005     0.0005    ]
 [0.05       0.04083949 0.03229024 0.02413744 0.01574086 0.00873885
  0.00473895 0.00314251 0.00230872 0.00203656 0.00200073 0.00200003
  0.002      0.002      0.002      0.002      0.002      0.002
  0.002      0.002      0.002      0.002      0.002      0.002
  0.00179079 0.00132102 0.00104293 0.00100141 0.001      0.001     ]
 [0.0001     0.00458621 0.0152522  0.03040319 0.04741029 0.06354902
  0.07610285 0.08316173 0.08932751 0.09446694 0.097625   0.09835284
  0.09736573 0.09510301 0.09225897 0.08925491 0.08635024 0.0832595
  0.07970991 0.07547437 0.06990189 0.06096827 0.04858105 0.03557957
  0.02481462 0.01778634 0.01195667 0.0069166  0.00333588 0.001     ]
 [0.0001     0.00458621 0.0152522  0.03040319 0.04741029 0.06354902
  0.07610285 0.08316173 0.08932751 0.09446694 0.097625   0.09835284
  0.09736573 0.09510301 0.09225897 0.08925491 0.08635024 0.0832595
  0.07970991 0.07547437 0.06990189 0.06096827 0.04858105 0.03557957
  0.02481462 0.01778634 0.01195667 0.0069166  0.00333588 0.001     ]
 [0.         0.         0.         0.00299507 0.00294581 0.00289655
  0.00284729 0.00279803 0.00274877 0.00269951 0.00265025 0.00260099
  0.00255172 0.00250246 0.0024532  0.00240394 0.00235468 0.00230542
  0.00225616 0.0022069  0.00215764 0.00210837 0.00205911 0.00200985
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.01518664 0.02662026 0.03834655
  0.04863026 0.05708607 0.06589988 0.07394841 0.07924569 0.08003539
  0.07539978 0.06541959 0.05373332 0.04290903 0.03356375 0.02376984
  0.01438179 0.00723847 0.00420409 0.0030288  0.00220799 0.0016398
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.01518664 0.02662026 0.03834655
  0.04863026 0.05708607 0.06589988 0.07394841 0.07924569 0.08003539
  0.07539978 0.06541959 0.05373332 0.04290903 0.03356375 0.02376984
  0.01438179 0.00723847 0.00420409 0.0030288  0.00220799 0.0016398
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.05972906 0.0570197  0.05431034
  0.05160099 0.04889163 0.04618227 0.04347291 0.04076355 0.03805419
  0.03534483 0.03263547 0.02992611 0.02721675 0.02450739 0.02179803
  0.01908867 0.01637931 0.01366995 0.01096059 0.00825123 0.00554187
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.05972906 0.0570197  0.05431034
  0.05160099 0.04889163 0.04618227 0.04347291 0.04076355 0.03805419
  0.03534483 0.03263547 0.02992611 0.02721675 0.02450739 0.02179803
  0.01908867 0.01637931 0.01366995 0.01096059 0.00825123 0.00554187
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.05972906 0.0570197  0.05431034
  0.05160099 0.04889163 0.04618227 0.04347291 0.04076355 0.03805419
  0.03534483 0.03263547 0.02992611 0.02721675 0.02450739 0.02179803
  0.01908867 0.01637931 0.01366995 0.01096059 0.00825123 0.00554187
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.05972906 0.0570197  0.05431034
  0.05160099 0.04889163 0.04618227 0.04347291 0.04076355 0.03805419
  0.03534483 0.03263547 0.02992611 0.02721675 0.02450739 0.02179803
  0.01908867 0.01637931 0.01366995 0.01096059 0.00825123 0.00554187
  0.         0.         0.         0.         0.         0.        ]
 [0.05       0.04083949 0.03229024 0.02413744 0.01574086 0.00873885
  0.00473895 0.00314251 0.00230872 0.00203656 0.00200073 0.00200003
  0.002      0.002      0.002      0.002      0.002      0.002
  0.002      0.002      0.002      0.002      0.002      0.002
  0.00179079 0.00132102 0.00104293 0.00100141 0.001      0.001     ]
 [0.         0.         0.         0.00199391 0.00193306 0.00187221
  0.00181136 0.00175051 0.00168966 0.0016288  0.00156795 0.0015071
  0.00144625 0.0013854  0.00132454 0.00126369 0.00120284 0.00114199
  0.00108114 0.00102028 0.00095943 0.00089858 0.00083773 0.00077688
  0.00071602 0.00065517 0.00059432 0.00053347 0.         0.        ]
 [0.         0.         0.         0.04284584 0.04130426 0.03976268
  0.0382211  0.03667951 0.03513793 0.03359635 0.03205477 0.03051318
  0.0289716  0.02743002 0.02588844 0.02434686 0.02280527 0.02126369
  0.01972211 0.01818053 0.01663895 0.01509736 0.01355578 0.0120142
  0.01047262 0.00893103 0.00738945 0.00584787 0.         0.        ]
 [0.         0.         0.         0.00199391 0.00193306 0.00187221
  0.00181136 0.00175051 0.00168966 0.0016288  0.00156795 0.0015071
  0.00144625 0.0013854  0.00132454 0.00126369 0.00120284 0.00114199
  0.00108114 0.00102028 0.00095943 0.00089858 0.00083773 0.00077688
  0.00071602 0.00065517 0.00059432 0.00053347 0.         0.        ]
 [0.         0.         0.         0.00199391 0.00193306 0.00187221
  0.00181136 0.00175051 0.00168966 0.0016288  0.00156795 0.0015071
  0.00144625 0.0013854  0.00132454 0.00126369 0.00120284 0.00114199
  0.00108114 0.00102028 0.00095943 0.00089858 0.00083773 0.00077688
  0.00071602 0.00065517 0.00059432 0.00053347 0.         0.        ]
 [0.         0.         0.         0.04284584 0.04130426 0.03976268
  0.0382211  0.03667951 0.03513793 0.03359635 0.03205477 0.03051318
  0.0289716  0.02743002 0.02588844 0.02434686 0.02280527 0.02126369
  0.01972211 0.01818053 0.01663895 0.01509736 0.01355578 0.0120142
  0.01047262 0.00893103 0.00738945 0.00584787 0.         0.        ]
 [0.         0.         0.         0.00199391 0.00193306 0.00187221
  0.00181136 0.00175051 0.00168966 0.0016288  0.00156795 0.0015071
  0.00144625 0.0013854  0.00132454 0.00126369 0.00120284 0.00114199
  0.00108114 0.00102028 0.00095943 0.00089858 0.00083773 0.00077688
  0.00071602 0.00065517 0.00059432 0.00053347 0.         0.        ]]","2D array of the thickness of the layers of the blade structure. The first dimension represents each layer, the second dimension represents each entry along blade span."
rotorse.rs.brs.layer_start_nd,,"[[0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.1777357  0.18491285 0.18958426 0.2029196  0.22395485 0.24376247
  0.2596077  0.26952552 0.2773954  0.27989178 0.28119047 0.28393074
  0.28609374 0.28703052 0.28865691 0.28895996 0.28743732 0.28582543
  0.28347908 0.28032633 0.27617678 0.27112936 0.26543968 0.2591531
  0.25176977 0.24256273 0.23162535 0.22042303 0.22471037 0.16803069]
 [0.68053272 0.67381993 0.67236754 0.6704351  0.66376599 0.65495602
  0.64771862 0.64235409 0.63480357 0.6326144  0.62995689 0.62473812
  0.62043604 0.61702499 0.61149429 0.60743003 0.60493027 0.60166542
  0.59895464 0.59671005 0.59440797 0.59236083 0.59088487 0.58972549
  0.58806136 0.58586788 0.58305774 0.580868   0.59590554 0.55186471]
 [0.49999933 0.49990437 0.49942588 0.47069367 0.46970345 0.46909938
  0.46945804 0.46894869 0.46772704 0.46669745 0.46502958 0.46303614
  0.46156065 0.459899   0.45721069 0.45463374 0.45228235 0.44948052
  0.44640778 0.44326711 0.43972774 0.43666524 0.43569336 0.43611975
  0.49683998 0.49683998 0.49683998 0.49683998 0.49683998 0.49683998]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [1.         1.         1.         0.96439246 0.96277762 0.96233895
  0.96180103 0.96080871 0.95884537 0.95698195 0.95474785 0.95222816
  0.95004424 0.94787041 0.94515087 0.94245286 0.93984952 0.93695322
  0.93393251 0.9307155  0.92709494 0.92312856 0.91890768 0.91433396
  1.         1.         1.         1.         1.         1.        ]
 [0.         0.         0.         0.03560754 0.03722238 0.03766105
  0.03819897 0.03919129 0.04115463 0.04301805 0.04525215 0.04777184
  0.04995576 0.05212959 0.05484913 0.05754714 0.06015048 0.06304678
  0.06606749 0.0692845  0.07290506 0.07687144 0.08109232 0.08566604
  0.         0.         0.         0.         0.         0.        ]
 [0.23283079 0.24040997 0.2492834  0.26701316 0.29095513 0.31155237
  0.32836584 0.34006984 0.35147374 0.35732427 0.36264434 0.36992005
  0.3760141  0.38086378 0.38738534 0.39254481 0.39570819 0.39930963
  0.40240057 0.40503843 0.4074059  0.40949796 0.41140585 0.41335197
  0.4155233  0.41777839 0.42046903 0.42237446 0.40681197 0.45010159]
 [0.49999933 0.49990437 0.49942588 0.52766573 0.52925926 0.52935707
  0.53057639 0.53165476 0.53357445 0.53552633 0.53743302 0.53947109
  0.54148986 0.54330634 0.5449693  0.54670916 0.54852312 0.55035537
  0.55211577 0.55411812 0.55620067 0.55785279 0.55805463 0.55756022
  0.49683998 0.49683998 0.49683998 0.49683998 0.49683998 0.49683998]
 [0.7356278  0.72931706 0.73206668 0.73452866 0.73076628 0.72274592
  0.71647675 0.71289842 0.70888191 0.71004689 0.71141077 0.71072744
  0.71035641 0.71085825 0.71022272 0.71101487 0.71320114 0.71514962
  0.71787612 0.72142215 0.72563709 0.73072943 0.73685104 0.74392436
  0.75181489 0.76108355 0.77190142 0.78281943 0.77800714 0.83393561]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]]","2D array of the non-dimensional start point defined along the outer profile of a layer. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each layer, the second dimension represents each entry along blade span."
